TestCase,rTDATA,IMC,ICC,IPC,DPHC,rDirectness,tLOC,aLOC,UT,MutationScore,disjointMutationScore
org.semanticweb.rulewerk.parser.RuleParserTest.parse_reusedNamedNulls_identical,0,10,4,1,1,0.06,50,55,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.ConjunctionImplTest.testEqualsLiterals,1,22,9,2,2,0.11,15,95,1,0.00,0.00
org.semanticweb.rulewerk.client.picocli.SaveQueryResultsTest.setSaveResults_and_isSaveResults,1,2,1,1,1,1.00,8,7,1,0.00,0.00
org.semanticweb.rulewerk.owlapi.OwlToRulesConverterTest.testLoadOntologies,1,24,7,1,1,0.05,15,102,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.SerializerTest.serializeExistentialVariable_fails,1,3,3,1,1,0.00,7,25,1,0.00,0.00
org.semanticweb.rulewerk.commands.AddSourceCommandInterpreterTest.synopsis_succeeds,1,1,1,1,1,0.00,7,2,1,0.00,0.00
org.semanticweb.rulewerk.owlapi.OwlAxiomToRulesConverterTest.testDisjointObjectProperties_empty,1,1,1,1,1,0.00,5,38,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.GeneratedAnonymousIndividualsTest.testBlanksRestrictedChaseSplitHeadPieces,1,52,6,1,1,0.00,34,337,0,0.00,0.00
org.semanticweb.rulewerk.client.shell.ShellTest.runCommand_exceptionDuringReading,2,5,2,1,1,0.52,28,33,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.VLogDataFromCsvFileTest.testLoadDataFomCsvStringNonExistingPredicate,1,11,4,1,1,0.18,31,76,0,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.VLogReasonerStateTest.testStatementNotRemovedAfterReason,1,48,6,1,1,0.08,9,314,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.VLogReasonerStateTest.testCloseRepeatedly,1,21,4,1,1,0.14,8,129,1,0.00,0.00
org.semanticweb.rulewerk.core.reasoner.implementation.CsvFileDataSourceTest.testConstructorNullFile,0,0,0,0,0,0.00,4,8,0,0.00,0.00
org.semanticweb.rulewerk.client.shell.ShellTest.processReadLine_endsWithStop,1,2,1,1,1,0.64,6,18,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserTest.testUnicodeLiteral,0,10,4,1,1,0.03,27,61,1,0.00,0.00
org.semanticweb.rulewerk.core.reasoner.KnowledgeBaseTest.testDoRemoveStatementExistent,1,46,17,3,3,0.18,17,185,1,0.00,0.00
org.semanticweb.rulewerk.client.picocli.SaveModelTest.getOutputModelDirectory_saveTrueNullDir,0,1,1,1,1,1.00,4,1,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.QueryAnswerCountTest.noFactsnoRules,1,38,5,1,1,0.17,11,219,0,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.VLogDataFromMemoryTest.testBooleanQueryTrueIncludeConstantsFalse,0,0,0,0,0,0.00,36,0,0,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserTest.parseInto_duplicateImportStatements_succeeds,0,32,7,3,1,0.04,28,157,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserConfigurableLiteralTest.parseLiteral_unregisteredCustomLiteral_throws,1,7,4,1,1,0.00,3,56,1,0.00,0.00
org.semanticweb.rulewerk.commands.ClearCommandInterpreterTest.synopsis_succeeds,1,1,1,1,1,0.00,20,2,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserTest.parseLiteral_invalidEscapeSequence_throws,0,6,4,1,1,0.00,27,55,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.MergingPrefixDeclarationRegistryTest.unresolveAbsoluteIri_declaredPrefix_succeeds,1,3,2,1,1,0.89,7,34,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserTest.testNonIriTypeInDatatypeLiteral,0,5,3,1,1,0.00,27,52,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.VLogToModelConverterTest.testLanguageStringConversion,0,2,1,1,1,0.22,6,27,1,0.00,0.00
org.semanticweb.rulewerk.client.shell.ShellTest.runCommand_unknown,2,7,2,1,1,0.27,25,55,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserConfigurableLiteralTest.parseLiteral_customBraceLiteral_succeeds,1,11,4,1,1,0.10,7,69,1,0.00,0.00
org.semanticweb.rulewerk.commands.LoadCommandInterpreterTest.correctUseWithRdfTask_Turtle_succeeds,2,18,4,1,1,0.18,21,162,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.VLogReasonerWriteInferencesTest.writeInferences_withBase_writesBase,2,67,9,1,1,0.00,48,437,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.ModelToVLogConverterTest.testToVLogRuleArray,0,9,2,1,1,0.21,34,35,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.LoggingTest.testSetLogFileNull,1,47,6,1,1,0.10,6,308,0,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.SerializerTest.serializePositiveLiteral,1,13,8,2,2,0.11,7,48,1,0.00,0.00
org.semanticweb.rulewerk.core.reasoner.KnowledgeBaseTest.testDoRemoveStatementOnlyExistentWithPredicate,1,46,17,3,3,0.18,17,185,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.ConjunctionImplTest.positiveLiteralsNoNullElements,0,4,2,1,1,0.60,6,32,0,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.DataSourceDeclarationTest.testEquality,2,14,4,2,2,0.02,19,68,0,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.ArgumentTest.equals_differentType_returnsFalse,0,13,4,1,1,0.00,8,31,1,0.00,0.00
org.semanticweb.rulewerk.commands.ExportCommandInterpreterTest.correctUseInferencesIoException_fails,2,12,3,1,1,0.27,14,111,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserDataSourceTest.csvDataSourceDeclarationToStringParsingTest,1,16,6,2,1,0.10,9,94,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.QueryAnswerCountTest.qFactsUniversalRule,1,53,6,1,1,0.10,15,350,0,0.00,0.00
org.semanticweb.rulewerk.parser.ParserConfigurationTest.parseDirectiveStatement_unregisteredDirective_throws,1,1,1,1,1,0.00,3,14,1,0.00,0.00
org.semanticweb.rulewerk.core.reasoner.implementation.SkolemizationTest.skolemizeNamedNull_differentName_mapsToDifferentNamedNull,1,3,2,2,2,0.14,7,17,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.QueryAnsweringCorrectnessTest.testStatementsArrayRemovalBeforeLoad,1,11,4,1,1,0.14,11,62,0,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.SerializerTest.serializeLanguageStringConstant,1,7,3,1,1,0.26,7,29,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.MergingPrefixDeclarationRegistryTest.unresolveAbsoluteIri_relativeIriAfterClear_succeeds,1,3,1,1,1,0.88,6,32,0,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserParseFactTest.parseFact_namedNullAsPredicateName_throws,0,5,3,1,1,0.00,8,52,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserDataSourceTest.testTridentSourcewrongParameterCount_fails,0,8,5,2,1,0.00,4,66,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.TermImplTest.constantNameNonNullTest,0,0,0,0,0,0.00,1,4,0,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.QueryAnsweringCorrectnessTest.testStatementRemovalBeforeReason,1,56,7,1,1,0.10,12,362,0,0.00,0.00
org.semanticweb.rulewerk.parser.EntityTest.datatypeStringConstantToStringRoundTripTest,0,10,4,1,1,0.03,8,61,0,0.00,0.00
org.semanticweb.rulewerk.parser.EntityTest.ruleToStringRoundTripTest,0,8,4,1,1,0.03,13,55,0,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserTest.testNoUnsafeVariables,0,8,4,1,1,0.07,27,55,1,0.00,0.00
org.semanticweb.rulewerk.core.reasoner.implementation.TridentDataSourceTest.hashEquals_succeed,1,3,1,1,1,0.90,11,15,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserTest.tesLiteralError,0,5,3,1,1,0.00,27,52,1,0.00,0.00
org.semanticweb.rulewerk.commands.QueryCommandInterpreterTest.correctUseCount_succeeds,2,14,4,1,1,0.22,20,135,1,0.00,0.00
org.semanticweb.rulewerk.parser.EntityTest.datatypeFloatConstantToStringRoundTripTest,0,10,4,1,1,0.03,4,61,0,0.00,0.00
org.semanticweb.rulewerk.client.shell.DefaultShellConfigurationTest.buildCompleterExport_task_INFERENCES,1,3,1,1,1,0.18,25,23,1,0.00,0.00
org.semanticweb.rulewerk.client.shell.DefaultShellConfigurationTest.buildPrompt,1,2,1,1,1,0.33,8,4,1,0.00,0.00
org.semanticweb.rulewerk.graal.GraalToRulewerkModelConverterTest.testConvertQueryExceptionBlankPredicate,0,1,1,1,1,1.00,45,12,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserTest.parse_importStatement_relativeParentImport_succeeds,0,29,7,3,1,0.02,30,148,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.ReasonerTimeoutTest.resetReasoningTimeoutToNull,1,53,6,1,1,0.00,17,330,0,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.ConjunctionImplTest.literalsNoNullElements,0,5,2,1,1,0.71,7,36,0,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.ExportQueryResultToCsvFileTest.testExportUnaryPredicateFacts,0,0,0,0,0,0.00,21,0,0,0.00,0.00
org.semanticweb.rulewerk.parser.ParserConfigurationTest.isParsingOfNamedNullsAllowed_default_returnsTrue,1,1,1,1,1,1.00,5,9,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.NegativeLiteralImplTest.predicateNotNull,0,1,1,1,1,1.00,4,16,0,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.QueryAnsweringCorrectnessTest.testCorrectnessKBChangesReset,1,65,9,1,1,0.10,48,447,0,0.00,0.00
org.semanticweb.rulewerk.client.picocli.SaveModelTest.mkdir_saveTrueExistingDirectory,1,1,1,1,1,1.00,8,11,1,0.00,0.00
org.semanticweb.rulewerk.owlapi.OwlAxiomToRulesConverterTest.testDisjointClassesThreeSimpleClasses,1,32,7,1,1,0.03,18,161,1,0.00,0.00
org.semanticweb.rulewerk.owlapi.OwlAxiomToRulesConverterTest.testPositiveUniversal,1,31,7,1,1,0.00,15,135,1,0.00,0.00
org.semanticweb.rulewerk.client.shell.DefaultShellConfigurationTest.buildCompleterLoad_task_RLS,1,3,1,1,1,0.18,27,23,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.SerializerTest.serializeCsvDataSourceDeclaration,3,53,21,3,3,0.05,25,203,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.TermFactoryTest.existentialVariable_reused,2,5,4,2,2,0.31,10,33,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserTest.parse_undefinedPrefix_throws,0,6,3,1,1,0.08,27,51,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserDataSourceTest.parseDataSourceDeclaration_csvSourceInvalidPath_throws,0,10,6,2,1,0.00,4,76,1,0.00,0.00
org.semanticweb.rulewerk.commands.QueryCommandInterpreterTest.correctUseQuery_succeeds,2,17,4,1,1,0.20,31,144,1,0.00,0.00
org.semanticweb.rulewerk.commands.HelpCommandInterpreterTest.correctUseWithCommand_succeeds,2,15,5,1,1,0.26,13,113,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.LargeAritiesTest.testLargePredicateArities,0,0,0,0,0,0.00,29,0,0,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.QueryAnsweringCorrectnessTest.testCorrectnessKBChanges,1,77,10,1,1,0.08,109,495,0,0.00,0.00
org.semanticweb.rulewerk.owlapi.OwlAxiomToRulesConverterTest.testNominalSuperClassOfClass,1,4,3,1,1,0.00,6,39,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.ReasonerTimeoutTest.testSetReasoningTimeout,1,5,2,1,1,0.00,10,37,0,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.SerializerTest.serializeRule,1,25,12,2,2,0.07,7,85,1,0.00,0.00
org.semanticweb.rulewerk.owlapi.OwlAxiomToRulesConverterTest.testSubClassOfMaxCardinality,1,4,3,1,1,0.00,6,39,1,0.00,0.00
org.semanticweb.rulewerk.owlapi.OwlAxiomToRulesConverterTest.testIrreflexiveObjectPropertyOf,1,4,2,1,1,0.15,9,21,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.AddDataSourceTest.testAddDataSourceExistentDataForDifferentPredicates,1,59,9,1,1,0.12,37,404,0,0.00,0.00
org.semanticweb.rulewerk.owlapi.OwlAxiomToRulesConverterTest.testObjectPropertyAssertions,1,4,2,1,1,0.00,13,27,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.AnswerQueryTest.testIDBQuerySameIndividualSubstitutesSameVariableName,1,58,9,1,1,0.11,45,418,0,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.QueryAnsweringCorrectnessTest.testStatementRemovalAfterReason,1,58,8,1,1,0.10,12,389,0,0.00,0.00
org.semanticweb.rulewerk.parser.EntityTest.predicateIriRoundTripTest,0,9,4,1,1,0.03,5,56,0,0.00,0.00
org.semanticweb.rulewerk.client.shell.DefaultShellConfigurationTest.buildCompleterHelp,1,3,1,1,1,0.18,22,23,1,0.00,0.00
org.semanticweb.rulewerk.core.reasoner.implementation.SparqlQueryResultDataSourceTest.testEmptyQueryBody,0,0,0,0,0,0.00,3,9,0,0.00,0.00
org.semanticweb.rulewerk.commands.LoadCommandInterpreterTest.correctUseWithRdfTask_NtCustomPredicate_succeeds,2,18,4,1,1,0.18,21,162,1,0.00,0.00
org.semanticweb.rulewerk.commands.AddSourceCommandInterpreterTest.wrongArgumentCount_fails,2,8,2,1,1,0.42,12,84,1,0.00,0.00
org.semanticweb.rulewerk.client.picocli.SaveModelTest.getOutputModelDirectory_saveFalseNullDir,0,1,1,1,1,1.00,4,1,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.MergingPrefixDeclarationRegistryTest.getFreshPrefix_registeredPrefix_returnsFreshPrefix,1,4,2,1,1,0.62,9,19,1,0.00,0.00
org.semanticweb.rulewerk.client.picocli.SaveQueryResultsTest.isDirectoryValid_existingFile_nonValid,1,1,1,1,1,1.00,7,8,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserConfigurableLiteralTest.registerLiteral_succeeds,1,2,1,1,1,1.00,7,12,0,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.MergingPrefixDeclarationRegistryTest.unresolveAbsoluteIri_exactPrefixMatch_identical,1,3,2,1,1,0.89,6,34,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.ReasonerTimeoutTest.skolemAfterLoad,1,49,6,1,1,0.00,11,315,0,0.00,0.00
org.semanticweb.rulewerk.client.picocli.PrintQueryResultsTest.isSizeOnly_sizeTrueCompleteFalse,0,1,1,1,1,1.00,3,1,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.TermImplTest.abstractConstantToStringTest,1,7,4,1,1,0.06,4,32,0,0.00,0.00
org.semanticweb.rulewerk.core.reasoner.implementation.SkolemizationTest.skolemizeNamedNull_sameName_mapsToSameNamedNull,1,3,2,2,2,0.14,7,17,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.LargeAritiesTest.testNumberOfVariablesPerRuleExceedsLimit,0,0,0,0,0,0.00,23,0,0,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.MergingPrefixDeclarationRegistryTest.mergingPrefixDeclarationRegistry_constructor_succeeds,2,6,2,1,1,0.30,7,37,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserTest.parse_relativeImportStatement_relativeImport_succeeds,0,34,8,3,1,0.02,30,172,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserTest.predicateRelativeNumericIRITest,0,9,4,1,1,0.03,29,56,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserParseFactTest.parseFact_arityZeroFact_throws,0,7,4,1,1,0.00,8,56,1,0.00,0.00
org.semanticweb.rulewerk.commands.LoadCommandInterpreterTest.wrongArgumentCountWithOptional_fails,2,11,3,1,1,0.25,12,121,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.DataSourceDeclarationTest.toString_SparqlQueryResultDataSource,2,38,15,3,3,0.01,7,151,0,0.00,0.00
org.semanticweb.rulewerk.commands.AssertCommandInterpreterTest.wrongArgumentNonFact_fails,2,8,3,1,1,0.33,12,97,1,0.00,0.00
org.semanticweb.rulewerk.client.shell.ShellTest.processReadLine_blank,1,2,1,1,1,0.64,6,18,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserTest.testLiteral,0,8,3,1,1,0.03,28,53,1,0.00,0.00
org.semanticweb.rulewerk.commands.LoadCommandInterpreterTest.correctUseWithOwlTask_malformedOwl_fails,2,13,3,1,1,0.20,12,143,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserTest.testIriTypeInDatatypeLiteral,0,10,4,1,1,0.03,30,61,1,0.00,0.00
org.semanticweb.rulewerk.commands.RemoveSourceCommandInterpreterTest.correctUseRemoveAll_succeeds,2,14,5,1,1,0.25,25,122,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.VLogQueryTest.queryResultWithBlanksInludeBlanks,0,0,0,0,0,0.00,25,0,0,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.QueryAnsweringCorrectnessTest.testStatementsArrayRemovalAfterReason,1,58,8,1,1,0.10,12,389,0,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.ArgumentTest.equals_String_returnsFalse,0,4,4,1,1,0.00,5,22,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.ConjunctionImplTest.positiveLiteralsNotNull,0,0,0,0,0,0.00,1,4,0,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserTest.parse_withBase_succeeds,0,10,4,1,1,0.06,28,59,1,0.00,0.00
org.semanticweb.rulewerk.core.reasoner.KnowledgeBaseTest.testDoRemoveStatementInexistentPredicate,1,44,16,3,3,0.19,21,177,1,0.00,0.00
org.semanticweb.rulewerk.client.picocli.SaveQueryResultsTest.isDirectoryValid_nonExistingDirectory_valid,1,1,1,1,1,1.00,7,8,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserDataSourceTest.testSparqlSourceMalformedUrl,0,6,4,1,1,0.00,4,55,1,0.00,0.00
org.semanticweb.rulewerk.graal.GraalToRulewerkModelConverterTest.testConvertQuery,0,8,2,1,1,0.31,81,43,1,0.00,0.00
org.semanticweb.rulewerk.rdf.RdfModelConverterTest.addFactsNoTriplePredicateType_succeeds,1,6,2,1,1,0.08,17,37,1,0.00,0.00
org.semanticweb.rulewerk.parser.EntityTest.predicateRoundTripTest3,0,9,4,1,1,0.03,5,56,0,0.00,0.00
org.semanticweb.rulewerk.rdf.RdfModelConverterTest.getFactSet_succeeds,1,5,2,1,1,0.05,20,35,1,0.00,0.00
org.semanticweb.rulewerk.parser.EntityTest.literalToStringRoundTripTest,0,9,4,1,1,0.03,6,56,0,0.00,0.00
org.semanticweb.rulewerk.commands.ClearCommandInterpreterTest.help_succeeds,3,9,4,1,1,0.00,17,64,1,0.00,0.00
org.semanticweb.rulewerk.commands.ExportCommandInterpreterTest.synopsis_succeeds,1,1,1,1,1,0.00,7,2,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.NegativeLiteralImplTest.negativeLiteralTostringTest,2,25,10,2,2,0.06,9,98,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.ModelToVLogConverterTest.testToVLogPredicate,0,1,1,1,1,1.00,5,2,1,0.00,0.00
org.semanticweb.rulewerk.owlapi.OwlAxiomToRulesConverterTest.testNominalSubClassOfClass,1,19,6,1,1,0.00,9,86,1,0.00,0.00
org.semanticweb.rulewerk.client.picocli.SaveQueryResultsTest.mkdir_saveFalse,1,1,1,1,1,1.00,8,11,1,0.00,0.00
org.semanticweb.rulewerk.owlapi.OwlAxiomToRulesConverterTest.testSymmetricObjectPropertyOf,1,6,3,1,1,0.00,10,28,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.QueryAnswerCountTest.pFactsQFactsExistentialRule,1,56,6,1,1,0.10,55,353,0,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.SerializerTest.serializeDatatypeConstantString,1,7,3,1,1,0.24,7,31,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.PredicateImplTest.arityZero,0,0,0,0,0,0.00,1,6,0,0.00,0.00
org.semanticweb.rulewerk.client.picocli.SaveQueryResultsTest.isConfigurationValid_saveTrueDefaultDir_valid,0,1,1,1,1,1.00,4,2,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.VLogKnowledgeBaseTest.hasData_noData_returnsFalse,1,2,2,1,1,0.12,12,22,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserTest.testLineComments,0,10,4,1,1,0.06,28,59,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.SerializerTest.serializeDataSourceDeclaration_fails,3,4,4,2,2,0.29,10,47,1,0.00,0.00
org.semanticweb.rulewerk.client.shell.DefaultShellConfigurationTest.buildCompleterExport_unknown,1,3,1,1,1,0.18,19,23,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserTest.testSimpleRule,0,13,4,1,1,0.05,28,62,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserTest.parse_importStatement_succeeds,0,29,7,3,1,0.02,30,148,1,0.00,0.00
org.semanticweb.rulewerk.core.reasoner.implementation.SkolemizationTest.skolemConstantFromNamedNull_succeeds,3,10,4,2,2,0.07,9,48,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.ConjunctionImplTest.conjunctionToStringTest,1,28,12,2,2,0.08,14,114,1,0.00,0.00
org.semanticweb.rulewerk.client.picocli.SaveQueryResultsTest.isConfigurationValid_saveTrueEmptyDir_notValid,0,1,1,1,1,1.00,4,2,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.NegativeLiteralImplTest.testGetters,0,10,5,2,2,0.28,16,43,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.SerializerTest.serializeNamedNull,1,5,4,1,1,0.33,7,25,1,0.00,0.00
org.semanticweb.rulewerk.commands.LoadCommandInterpreterTest.correctUseWithRdfTask_NtABoxLoading_succeeds,2,18,4,1,1,0.18,19,162,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserConfigurableLiteralTest.parseLiteral_nestedBracketLiteral_succeeds,1,11,4,1,1,0.10,12,69,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.TermImplTest.languageTagNonEmptyTest,0,0,0,0,0,0.00,1,6,0,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserConfigurableLiteralTest.registerLiteral_duplicateHandler_throws,1,1,1,1,1,1.00,6,11,0,0.00,0.00
org.semanticweb.rulewerk.core.reasoner.KnowledgeBaseTest.resolvePrefixedName_defaultUndeclaredPrefix_throws,1,40,16,3,3,0.14,12,168,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.MergingPrefixDeclarationRegistryTest.unresolveAbsoluteIri_unrelatedPrefix_identical,1,3,2,1,1,0.89,6,34,1,0.00,0.00
org.semanticweb.rulewerk.commands.ShowKbCommandInterpreterTest.correctUse_succeeds,2,12,4,1,1,0.38,21,89,1,0.00,0.00
org.semanticweb.rulewerk.rdf.RdfModelConverterTest.addFactsNoTriplePredicateTypeWeird_succeeds,1,7,2,1,1,0.06,18,44,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.ConjunctionImplTest.literalsNotNull,0,0,0,0,0,0.00,1,4,0,0.00,0.00
org.semanticweb.rulewerk.core.reasoner.KnowledgeBaseTest.writeKnowledgeBase_justFacts_succeeds,1,58,20,3,3,0.19,16,288,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.ConjunctionImplTest.testGettersLiterals,1,33,11,2,2,0.15,19,80,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserConfigurableLiteralTest.parseLiteral_multipleNestedBracketLiterals_succeeds,1,11,4,1,1,0.10,14,69,1,0.00,0.00
org.semanticweb.rulewerk.client.picocli.SaveModelTest.getOutputModelDirectory_saveFalseEmptyDir,0,1,1,1,1,1.00,4,1,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.QueryAnsweringCorrectnessTest.testStatementRemovalAfterLoad,1,56,8,1,1,0.09,12,357,0,0.00,0.00
org.semanticweb.rulewerk.core.reasoner.implementation.RdfFileDataSourceTest.testConstructor,1,2,1,1,1,0.14,10,17,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.QueryAnswerCountTest.pFactsExistentialRule,1,51,6,1,1,0.11,15,333,0,0.00,0.00
org.semanticweb.rulewerk.core.reasoner.KnowledgeBaseTest.writeKnowledgeBase_withBase_fails,2,52,19,3,3,0.27,19,277,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserTest.testNoExistentialLiterals,0,8,4,1,1,0.07,27,55,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.TermImplTest.abstractConstantImplEqualityTest,2,5,3,2,2,0.00,12,23,0,0.00,0.00
org.semanticweb.rulewerk.client.shell.ShellTest.processReadLine_doesNotStartWithAt_DoesNotEndWithStop,1,2,1,1,1,0.64,6,18,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserConfigurableLiteralTest.parseLiteral_nontrivialPipeLiteral_succeeds,1,11,4,1,1,0.10,12,69,1,0.00,0.00
org.semanticweb.rulewerk.commands.ClearCommandInterpreterTest.correctUsePrefixes_succeeds,2,15,4,1,1,0.26,27,125,1,0.00,0.00
org.semanticweb.rulewerk.commands.QueryCommandInterpreterTest.wrongArgumentCountWithLimit_fails,2,10,3,1,1,0.23,12,129,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.TermImplTest.namedNullGetterTest,1,2,2,2,2,0.00,5,8,0,0.00,0.00
org.semanticweb.rulewerk.client.picocli.SaveQueryResultsTest.isConfigurationValid_saveFalseNullDir_valid,0,1,1,1,1,1.00,4,2,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.ModelToVLogConverterTest.testToVLogTermBlankRenamedSkolemization,0,1,1,1,1,1.00,7,1,0,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.ModelToVLogConverterTest.testToVLogTermVariable,0,2,2,1,1,0.67,6,4,1,0.00,0.00
org.semanticweb.rulewerk.commands.ClearCommandInterpreterTest.wrongArgumentType_fails,2,11,3,1,1,0.26,12,118,1,0.00,0.00
org.semanticweb.rulewerk.client.shell.DefaultShellConfigurationTest.buildPromptProvider,1,1,1,1,1,1.00,5,3,1,0.00,0.00
org.semanticweb.rulewerk.parser.RuleParserDataSourceTest.parseDataSourceDeclaration_sparqlSourceInvalidArity_throws,0,12,6,2,1,0.00,4,79,1,0.00,0.00
org.semanticweb.rulewerk.core.model.implementation.NegativeLiteralImplTest.termsNotNull,0,1,1,1,1,1.00,4,16,0,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.ModelToVLogConverterTest.testToVLogFactTupleNulls,0,2,2,1,1,0.93,9,14,1,0.00,0.00
org.semanticweb.rulewerk.reasoner.vlog.QueryAnswerCountTest.pFactsLiteralWithSameVariables,1,51,6,1,1,0.11,14,333,0,0.00,0.00
org.semanticweb.rulewerk.commands.AssertCommandInterpreterTest.synopsis_succeeds,1,1,1,1,1,0.00,7,2,1,0.00,0.00
